Season	DayNum	WTeamID	WScore	LTeamID	LScore	WLoc	NumOT	WFGM	WFGA	WFGM3	WFGA3	WFTM	WFTA	WOR	WDR	WAst	WTO	WStl	WBlk	WPF	LFGM	LFGA	LFGM3	LFGA3	LFTM	LFTA	LOR	LDR	LAst	LTO	LStl	LBlk	LPF
2025	20	3266	83	3237	50	H	0	31	60	6	12	15	19	10	30	19	12	8	9	16	17	57	7	23	9	14	5	21	10	16	5	3	18
2025	20	3268	107	3384	35	H	0	39	71	9	26	20	24	17	33	27	10	16	7	12	12	53	5	28	6	12	8	13	10	22	3	3	19
2025	20	3276	111	3253	56	H	0	42	79	7	25	20	27	19	26	25	17	12	4	20	22	62	1	22	11	19	8	14	11	27	8	2	25
2025	20	3278	84	3285	45	H	0	30	74	11	30	13	18	9	32	24	7	11	3	19	14	55	7	31	10	16	7	24	11	16	4	4	21
2025	20	3280	80	3239	35	N	0	30	66	3	23	17	22	20	32	17	14	8	7	16	10	53	1	18	14	22	5	17	7	18	2	0	22
2025	20	3296	67	3454	60	A	0	27	59	8	18	5	7	9	27	17	15	6	0	11	22	61	10	27	6	9	7	23	18	11	7	5	13
2025	20	3305	66	3288	56	H	0	18	56	2	13	28	35	13	24	11	17	6	3	24	19	59	1	14	17	30	11	18	7	12	10	1	30
2025	20	3314	53	3437	36	N	0	22	55	5	17	4	6	9	26	8	13	10	2	14	12	51	5	18	7	10	10	23	8	18	2	3	12
2025	20	3317	69	3222	53	A	0	27	48	5	13	10	16	6	27	17	22	5	2	18	17	56	4	20	15	19	8	14	3	14	9	4	18
2025	20	3324	76	3141	65	A	0	25	62	6	17	20	27	11	23	11	15	15	2	19	23	70	5	25	14	22	24	25	10	22	9	2	22
2025	20	3326	96	3132	53	H	0	37	74	12	26	10	15	9	26	20	6	15	4	16	20	57	3	15	10	15	9	28	7	23	2	2	16
2025	20	3334	60	3463	50	A	0	23	50	1	6	13	18	3	23	17	19	13	3	19	18	54	4	17	10	13	9	22	9	28	10	0	23
2025	20	3340	61	3168	52	H	0	17	47	4	16	23	25	6	23	12	16	6	3	19	18	63	1	18	15	18	15	18	11	16	8	2	20
2025	20	3343	66	3353	49	A	0	29	70	4	26	4	6	18	25	15	9	6	3	12	19	54	4	20	7	9	7	23	9	14	4	2	11
2025	20	3344	60	3174	53	H	0	24	53	6	17	6	9	8	18	11	16	9	2	13	18	49	6	17	11	13	6	21	5	20	7	6	17
2025	20	3345	73	3426	55	H	0	29	65	3	13	12	19	14	31	20	15	10	9	22	19	61	3	16	14	21	7	20	8	16	7	3	16
2025	20	3346	61	3263	53	A	0	23	50	6	13	9	11	2	27	15	11	7	3	14	21	63	7	32	4	4	7	17	14	9	3	2	11
2025	20	3350	73	3111	61	A	0	24	54	4	25	21	31	7	28	12	18	15	5	13	22	63	9	29	8	14	11	26	17	21	11	0	24
2025	20	3364	71	3360	63	H	1	25	60	6	20	15	19	7	24	11	11	7	2	20	25	66	2	13	11	20	13	23	12	16	3	1	20
2025	20	3385	58	3392	34	H	0	27	63	2	21	2	3	8	25	13	5	8	2	11	14	52	1	12	5	6	11	23	6	15	4	0	12
2025	20	3388	68	3419	61	N	0	26	56	11	23	5	8	5	24	20	16	3	2	15	23	58	3	15	12	15	8	20	13	11	10	1	15
2025	20	3395	86	3226	46	H	0	31	54	13	22	11	15	5	25	18	9	8	8	16	18	56	4	10	6	12	8	18	12	16	3	2	20
2025	20	3408	77	3238	37	H	0	29	59	4	17	15	19	10	35	16	20	13	3	14	14	58	6	25	3	7	7	16	12	23	9	5	13
2025	20	3413	74	3365	70	A	1	25	67	9	28	15	20	10	24	15	11	5	2	15	27	66	7	22	9	12	10	27	18	16	7	4	22
2025	20	3416	80	3197	55	H	0	26	52	5	14	23	34	7	25	18	17	9	4	17	20	61	5	14	10	15	11	19	11	21	5	2	23
2025	20	3417	77	3376	62	H	0	28	59	10	21	11	14	11	26	16	16	8	5	10	24	66	8	12	6	8	16	14	13	13	11	3	16
2025	20	3422	53	3354	35	A	0	23	53	1	13	6	8	15	18	3	21	14	2	12	12	37	2	5	9	15	7	9	3	24	11	2	14
2025	20	3428	72	3286	53	H	0	28	54	9	25	7	10	6	24	21	18	11	2	14	22	56	4	23	5	7	6	18	13	20	10	4	17
2025	20	3433	75	3351	60	H	0	26	48	6	11	17	24	11	27	15	20	8	2	15	22	47	6	14	10	14	0	14	11	13	8	1	20
2025	20	3438	82	3126	48	H	0	29	67	9	28	15	19	14	42	21	15	5	5	17	16	68	5	19	11	20	10	22	8	11	9	2	17
2025	20	3442	62	3133	41	A	0	26	63	3	23	7	9	11	27	16	9	11	2	20	13	47	1	20	14	22	6	19	7	14	6	2	11
2025	20	3443	74	3315	69	H	0	26	62	12	32	10	17	9	16	13	15	9	3	21	22	47	6	18	19	26	6	25	14	21	7	4	20
2025	20	3460	68	3325	57	H	0	23	60	10	34	12	16	17	19	11	13	5	2	15	21	54	4	23	11	13	7	21	6	14	10	1	15
2025	20	3468	72	3103	65	H	0	25	54	10	22	12	15	6	18	18	18	16	5	14	26	56	7	25	6	10	8	20	11	23	8	2	17
2025	21	3104	83	3106	33	N	0	26	51	8	23	23	34	12	28	16	19	17	3	11	14	51	3	14	2	4	4	16	10	25	8	4	24
2025	21	3124	73	3437	62	N	0	27	46	5	11	14	21	8	30	15	20	4	6	16	21	63	11	24	9	12	7	12	15	9	7	2	20
2025	21	3127	68	3145	58	A	0	27	53	8	22	6	7	10	20	17	17	8	2	12	23	63	6	25	6	9	15	12	14	14	7	2	12
2025	21	3151	66	3252	60	H	0	25	49	5	19	11	13	7	25	10	14	5	5	11	21	56	11	31	7	8	6	15	13	9	6	2	15
2025	21	3155	90	3412	52	N	0	34	72	13	30	9	15	20	26	21	11	10	1	18	17	46	4	17	14	21	2	19	9	18	4	6	16
2025	21	3162	69	3123	62	N	0	26	55	5	21	12	20	3	23	14	10	9	0	16	24	53	6	23	8	9	3	24	13	17	4	1	18
2025	21	3163	71	3333	52	N	0	28	64	10	29	5	8	11	18	25	9	11	6	7	20	45	9	19	3	4	3	22	12	21	6	3	9
2025	21	3166	91	3455	63	N	0	32	62	8	26	19	22	7	23	21	11	12	3	17	24	51	2	12	13	15	3	19	17	20	4	1	19
2025	21	3181	73	3243	62	N	0	30	69	7	15	6	9	12	20	14	10	8	5	18	25	54	2	10	10	16	6	24	15	16	4	3	9
2025	21	3182	77	3352	61	H	0	26	67	13	38	12	17	8	19	17	12	10	1	25	18	46	8	26	17	21	6	34	11	24	4	5	19
2025	21	3184	69	3214	55	A	0	27	56	4	11	11	11	6	34	15	21	4	1	17	19	55	4	13	13	24	3	22	11	12	9	3	13
2025	21	3193	79	3149	36	A	0	29	66	14	37	7	10	10	25	22	6	9	1	14	13	48	3	17	7	10	4	23	5	21	2	1	12
2025	21	3210	74	3332	58	N	0	29	73	5	21	11	14	20	27	14	12	7	2	15	24	59	2	13	8	14	6	23	9	14	8	1	16
2025	21	3261	68	3449	67	N	0	25	76	3	19	15	21	21	22	14	12	9	0	14	26	59	8	27	7	10	10	28	14	17	8	5	18
2025	21	3271	62	3173	56	N	0	21	48	3	6	17	25	9	23	10	23	8	2	23	16	52	7	29	17	25	11	15	10	18	7	4	23
2025	21	3279	92	3130	55	N	0	38	74	4	17	12	20	21	20	14	12	10	6	16	18	49	2	7	17	19	6	16	9	20	7	4	19
2025	21	3299	62	3300	39	H	0	24	67	3	17	11	15	17	29	18	14	9	7	12	14	55	4	16	7	14	11	21	5	17	6	3	20
2025	21	3301	77	3380	47	N	0	26	56	5	20	20	30	8	30	15	11	7	4	14	17	56	5	22	8	14	4	24	10	14	6	2	27
2025	21	3314	69	3231	39	N	0	26	61	11	23	6	13	13	29	16	11	7	2	14	16	55	4	26	3	5	6	23	7	14	5	1	15
2025	21	3328	85	3177	62	N	0	32	64	6	20	15	27	11	39	24	23	10	10	24	22	80	4	24	14	22	15	20	12	14	9	2	18
2025	21	3329	113	3152	50	H	0	44	74	16	32	9	13	11	37	25	13	8	7	15	16	64	6	21	12	16	6	10	5	13	5	1	17
2025	21	3331	99	3473	79	H	0	35	59	10	21	19	24	5	20	17	15	14	1	20	28	57	8	25	15	19	6	18	17	21	8	1	23
2025	21	3369	70	3356	58	H	0	28	62	7	15	7	12	11	25	15	16	6	7	17	20	61	5	18	13	20	11	22	8	20	6	4	17
2025	21	3374	82	3115	58	H	0	31	71	6	22	14	16	17	25	21	17	9	9	9	24	66	3	17	7	9	10	18	11	18	10	3	19
2025	21	3390	81	3142	45	H	0	30	59	6	20	15	20	10	28	19	10	7	2	11	18	54	3	17	6	9	6	17	7	14	5	1	18
2025	21	3393	82	3281	59	N	0	33	64	4	10	12	17	12	20	26	13	6	5	14	21	55	6	22	11	19	11	16	17	14	6	2	19
2025	21	3401	79	3379	57	N	0	34	62	4	19	7	8	10	27	27	15	9	2	17	22	57	6	23	7	13	7	14	14	17	6	1	13
2025	22	3104	73	3155	39	N	0	30	64	6	17	7	9	6	26	19	9	13	4	14	12	47	1	15	14	16	7	23	9	17	4	3	11
2025	22	3138	86	3310	53	A	0	28	65	4	10	26	27	18	25	10	17	16	3	18	20	51	10	20	3	9	3	13	11	23	8	4	21
2025	22	3144	82	3202	72	N	0	33	57	7	20	9	21	6	21	22	12	12	0	13	26	56	6	22	14	19	8	22	15	19	7	3	20
2025	22	3166	86	3393	59	N	0	31	58	15	28	9	12	8	26	28	15	7	3	17	20	57	4	12	15	20	12	18	11	17	8	0	16
2025	22	3178	72	3185	61	H	0	31	63	7	17	3	6	4	29	19	15	9	0	17	21	62	9	32	10	14	6	22	15	15	7	1	11
2025	22	3189	74	3255	67	A	0	29	64	4	13	12	24	14	28	16	16	8	2	23	24	71	3	16	16	24	15	24	10	13	10	0	21
2025	22	3206	87	3291	51	H	0	30	66	13	22	14	19	10	31	23	14	13	2	15	18	52	7	25	8	14	3	21	9	21	7	5	17
2025	22	3208	79	3341	62	H	0	30	60	6	16	13	20	9	25	14	16	10	5	14	22	60	6	18	12	14	8	21	12	20	7	0	19
2025	22	3209	57	3236	56	H	0	18	49	6	18	15	21	5	25	10	15	9	7	13	20	62	9	32	7	9	12	26	16	20	4	1	16
2025	22	3221	57	3306	43	A	0	21	54	10	22	5	5	6	25	10	10	4	1	12	15	50	3	14	10	11	6	22	5	9	6	3	8
2025	22	3228	75	3271	55	N	0	22	55	7	21	24	33	7	29	17	9	1	4	23	19	61	3	13	14	22	14	26	9	13	4	1	32
2025	22	3233	70	3447	51	H	0	28	63	5	17	9	10	10	21	20	16	13	4	11	20	48	3	12	8	12	6	20	14	22	8	4	14
2025	22	3246	77	3113	61	N	0	27	64	6	23	17	22	12	24	19	10	6	10	17	20	66	5	15	16	23	15	24	8	14	5	1	22
2025	22	3247	65	3250	62	H	0	23	57	5	16	14	18	8	14	14	22	13	1	16	25	45	3	13	9	13	2	24	17	27	9	4	21
2025	22	3248	71	3312	69	A	0	28	69	5	20	10	18	12	30	15	7	5	4	6	28	73	13	38	0	4	12	26	16	9	3	4	19
2025	22	3263	87	3476	75	A	0	31	66	14	39	11	17	12	14	21	5	10	3	18	28	59	5	16	14	15	11	24	19	14	1	3	15
2025	22	3265	67	3463	65	H	0	25	51	4	19	13	16	7	23	12	16	6	5	19	26	61	5	12	8	15	13	17	10	16	8	6	21
2025	22	3277	78	3143	72	N	0	25	70	8	20	20	33	14	20	13	10	10	6	18	24	59	8	22	16	24	12	31	14	20	4	8	24
2025	22	3281	85	3455	57	N	0	33	65	8	16	11	19	13	24	16	14	8	1	25	16	49	4	17	21	28	7	21	10	17	5	5	18
2025	22	3284	59	3389	50	H	0	25	48	5	12	4	7	9	27	12	20	4	7	8	19	60	9	24	3	4	7	15	9	11	10	0	9
2025	22	3292	80	3197	54	A	0	27	51	8	20	18	26	6	29	16	18	9	2	24	17	59	2	16	18	29	12	17	3	20	11	3	24
2025	22	3293	105	3114	57	A	0	36	67	16	34	17	18	4	33	21	13	13	1	11	26	69	2	17	3	5	7	20	8	18	6	1	14
2025	22	3303	79	3429	77	H	1	29	71	5	20	16	26	13	27	19	18	7	1	22	30	71	6	26	11	23	17	26	15	21	14	5	29
2025	22	3304	84	3282	38	H	0	25	66	12	29	22	28	20	28	16	14	13	5	18	13	60	1	14	11	14	17	18	2	22	9	2	21
2025	22	3321	73	3260	64	A	0	25	66	2	20	21	33	17	29	17	12	6	4	10	24	68	11	30	5	8	13	24	16	15	8	1	23
2025	22	3330	63	3456	39	H	0	22	59	5	17	14	19	15	25	12	13	12	2	15	14	50	2	20	9	15	7	23	8	19	4	1	19
2025	22	3343	62	3396	57	A	0	24	54	5	13	9	10	7	26	14	17	7	3	8	23	65	8	17	3	6	9	20	14	13	13	1	10
2025	22	3355	75	3332	70	N	0	25	58	6	19	19	22	11	19	13	21	7	2	18	30	63	1	13	9	12	12	16	13	17	10	7	21
2025	22	3373	87	3148	50	A	0	30	67	8	17	19	28	15	34	14	12	11	3	12	20	66	4	19	6	11	10	19	9	18	6	2	21
2025	22	3377	79	3173	69	N	0	28	61	5	21	18	24	6	24	11	10	3	1	13	25	66	7	21	12	15	15	24	8	19	4	2	20
2025	22	3387	82	3465	70	A	0	28	67	11	32	15	20	13	35	13	11	8	7	14	27	75	9	33	7	15	14	27	17	10	3	3	20
2025	22	3397	102	3441	50	H	0	42	91	10	41	8	13	29	16	19	13	17	1	13	20	40	2	12	8	8	4	17	11	32	2	2	19
2025	22	3399	79	3359	65	A	0	29	66	10	25	11	18	12	28	20	22	11	6	21	23	62	6	17	13	24	8	19	14	21	11	7	17
2025	22	3412	76	3106	43	N	0	27	60	10	29	12	18	8	32	22	12	10	8	9	17	55	5	19	4	7	6	24	9	15	5	3	14
2025	22	3418	61	3309	46	H	0	22	53	8	18	9	14	10	20	7	19	9	0	20	15	40	5	14	11	18	6	18	7	24	9	1	20
2025	22	3431	64	3394	53	A	0	24	62	8	23	8	12	13	30	17	17	6	0	21	20	61	2	18	11	22	13	20	11	12	11	7	12
2025	22	3435	71	3112	60	N	0	21	54	6	14	23	31	12	21	12	22	19	2	19	25	58	4	16	6	11	9	17	12	24	11	2	22
2025	22	3459	75	3421	56	H	0	31	61	4	18	9	14	8	31	18	19	9	2	18	19	60	3	20	15	20	6	17	9	17	10	2	19
2025	22	3462	61	3464	43	H	0	22	52	7	18	10	18	4	20	16	17	14	2	20	16	41	3	19	8	20	7	26	11	29	11	6	22
2025	22	3470	48	3223	42	A	0	18	61	3	11	9	11	6	20	8	9	10	1	15	15	38	2	12	10	15	3	35	6	23	3	5	18
2025	22	3474	73	3354	57	H	0	23	57	10	27	17	26	16	26	16	17	8	3	17	21	53	3	6	12	16	3	19	10	17	5	0	18
2025	23	3111	82	3205	64	H	0	31	62	7	20	13	18	14	26	20	18	8	3	26	17	63	10	31	20	28	17	16	9	15	6	2	21
2025	23	3113	95	3377	88	N	0	36	69	12	31	11	13	7	27	27	11	2	8	19	30	65	15	31	13	17	2	23	17	11	3	1	19
2025	23	3133	62	3297	57	H	0	19	48	6	18	18	21	9	27	12	18	6	1	11	22	61	5	20	8	11	10	17	11	12	12	1	16
2025	23	3143	74	3112	62	N	0	24	49	6	19	20	26	12	25	16	20	8	2	16	24	60	4	13	10	15	9	12	7	13	11	2	27
2025	23	3144	71	3236	67	N	1	20	64	8	28	23	33	11	33	12	15	8	3	17	23	70	12	32	9	14	11	27	15	15	8	1	24
2025	23	3160	85	3469	73	A	0	34	74	10	24	7	10	9	28	22	12	10	3	19	26	60	9	25	12	15	5	29	21	18	5	1	10
2025	23	3163	73	3279	60	N	0	31	53	3	14	8	11	5	28	15	17	6	5	14	22	68	8	25	8	12	13	11	10	11	10	2	14
2025	23	3165	64	3479	63	H	1	27	67	4	16	6	9	8	25	20	12	6	2	15	24	61	5	24	10	18	8	28	8	12	4	1	15
2025	23	3181	109	3328	99	N	1	40	71	11	20	18	23	7	23	38	13	6	1	24	38	74	8	22	15	23	9	20	33	18	9	3	24
2025	23	3183	66	3237	49	H	0	32	65	0	14	2	2	10	26	20	15	10	4	18	18	45	3	14	10	13	3	18	12	22	4	5	12
2025	23	3186	67	3167	58	H	0	20	71	9	26	18	23	15	33	11	14	11	7	13	21	57	9	21	7	12	3	30	9	15	7	8	20
2025	23	3190	64	3342	31	H	0	25	51	7	15	7	8	9	18	14	13	13	4	11	13	46	1	17	4	8	14	18	6	21	4	2	14
2025	23	3193	72	3448	65	A	0	27	50	8	20	10	14	4	25	13	16	3	3	15	26	57	7	26	6	9	4	18	17	14	8	0	22
2025	23	3202	85	3209	74	A	0	28	62	13	26	16	22	13	29	20	18	6	5	18	24	60	9	24	17	20	3	18	15	10	11	2	15
2025	23	3203	52	3288	47	H	0	19	45	0	9	14	17	6	29	5	22	8	5	17	17	57	5	16	8	14	8	18	8	16	10	4	20
2025	23	3207	69	3131	61	A	0	25	54	9	21	10	11	9	22	15	14	13	2	11	22	47	10	17	7	12	2	15	12	17	7	2	13
2025	23	3213	79	3251	50	H	0	31	60	8	18	9	12	7	22	20	16	13	0	19	19	52	3	16	9	12	10	20	11	27	3	4	16
2025	23	3217	60	3392	51	A	0	21	60	9	24	9	10	6	19	16	7	13	3	14	19	47	5	18	8	14	8	30	8	24	5	1	12
2025	23	3227	69	3296	66	A	0	25	55	6	14	13	16	7	28	16	18	5	2	23	24	62	6	21	12	17	9	22	13	14	4	0	21
2025	23	3239	74	3273	49	H	0	21	55	6	18	26	35	14	25	9	10	7	1	23	16	47	3	13	14	25	6	25	10	14	6	4	23
2025	23	3243	92	3177	66	N	0	37	77	9	30	9	11	13	29	30	9	4	9	14	24	72	7	22	11	12	10	24	13	12	3	0	15
2025	23	3246	76	3228	53	N	0	35	74	5	28	1	2	10	34	17	10	5	4	19	16	60	1	16	20	27	11	23	7	11	5	3	12
2025	23	3258	64	3168	61	H	1	21	62	2	16	20	27	8	34	10	12	9	3	22	23	65	6	20	9	18	9	27	12	15	7	5	24
2025	23	3259	60	3382	42	A	0	24	54	4	10	8	14	10	24	10	16	9	4	14	14	46	7	22	7	12	5	18	6	19	7	3	16
2025	23	3261	82	3301	65	N	0	29	55	7	14	17	20	11	31	15	21	6	4	16	23	64	9	26	10	13	9	13	12	13	8	3	13
2025	23	3277	78	3435	70	N	0	28	65	4	12	18	25	19	27	15	24	14	7	21	26	64	3	14	15	20	9	19	17	21	15	3	22
2025	23	3286	62	3187	56	N	0	24	49	5	14	9	15	4	16	10	20	17	6	16	19	50	5	14	13	20	14	20	14	26	9	4	19
2025	23	3307	65	3414	62	H	0	24	60	7	26	10	16	10	32	18	15	3	4	13	22	66	9	29	9	9	6	21	17	6	6	5	16
2025	23	3333	54	3130	49	N	0	22	50	3	15	7	7	9	20	11	20	2	3	13	19	57	5	23	6	12	12	18	14	14	8	3	11
2025	23	3336	86	3180	78	H	1	35	66	1	8	15	21	12	30	26	21	11	6	9	32	78	10	24	4	4	5	18	26	16	12	1	17
2025	23	3337	84	3169	58	A	0	33	60	8	21	10	14	7	32	24	7	4	13	10	19	65	12	26	8	11	13	20	13	14	5	1	12
2025	23	3386	88	3384	35	H	0	35	62	9	20	9	12	10	23	25	9	10	5	13	12	50	3	16	8	14	9	15	6	18	4	0	14
2025	23	3409	76	3152	46	H	0	29	74	8	35	10	10	14	35	19	17	14	6	14	18	61	5	16	5	9	8	24	3	22	10	0	8
2025	23	3424	71	3416	52	H	0	29	58	7	15	6	9	5	32	21	16	6	3	17	20	69	2	5	10	19	14	21	10	10	10	4	13
2025	23	3425	84	3371	51	N	0	34	69	6	21	10	16	19	31	20	16	8	6	16	21	65	5	23	4	9	9	14	14	13	7	2	13
2025	23	3443	92	3398	62	H	0	33	70	6	21	20	29	8	27	24	11	17	4	19	22	55	5	22	13	25	9	26	16	25	10	5	24
2025	23	3449	61	3380	43	N	0	23	46	7	23	8	10	4	31	18	17	5	6	10	15	66	7	24	6	6	13	14	8	11	6	0	14
2025	23	3454	74	3110	60	N	0	24	54	8	20	18	29	9	28	19	15	5	4	16	24	63	9	25	3	8	7	19	15	13	6	4	27
2025	24	3102	56	3454	40	N	0	19	56	5	23	13	16	9	19	11	16	6	5	19	16	47	2	17	6	11	7	26	7	21	5	0	17
2025	24	3120	65	3320	64	N	0	28	61	4	11	5	8	9	25	20	14	7	1	17	24	60	8	23	8	10	7	20	16	14	8	5	12
2025	24	3140	63	3349	51	N	0	25	58	9	27	4	7	9	28	17	16	9	4	12	19	61	6	21	7	9	7	23	11	14	5	6	7
2025	24	3199	70	3403	62	N	0	27	63	4	18	12	14	9	23	4	17	15	5	13	26	64	7	23	3	5	10	24	11	23	8	4	16
2025	24	3202	88	3236	84	N	1	30	65	14	33	14	20	17	29	18	24	5	1	28	23	62	10	34	28	33	8	20	14	13	12	0	22
2025	24	3209	58	3144	43	H	0	23	55	6	27	6	8	7	30	14	9	4	3	10	15	52	7	27	6	8	5	23	9	14	3	4	9
2025	24	3217	54	3385	52	A	0	21	57	4	15	8	10	12	23	6	17	7	4	15	19	51	3	17	11	13	5	20	5	14	9	2	15
2025	24	3234	69	3348	62	N	0	25	48	6	17	13	17	4	20	18	19	4	6	10	24	56	8	19	6	8	4	15	12	18	8	4	15
2025	24	3242	59	3338	53	N	0	18	54	4	22	19	28	5	34	11	14	9	1	17	19	60	6	26	9	21	7	32	7	14	6	3	26
2025	24	3245	74	3135	51	N	0	25	49	6	14	18	22	7	25	19	15	9	2	15	19	59	5	27	8	13	12	18	7	17	9	1	22
2025	24	3280	66	3428	62	N	0	24	52	7	19	11	16	9	25	18	22	9	3	22	20	55	8	32	14	18	9	19	12	19	8	1	18
2025	24	3283	65	3211	64	N	0	24	62	7	17	10	14	10	18	12	9	8	1	19	25	52	4	15	10	14	4	26	13	16	6	3	17
2025	24	3292	54	3345	49	N	0	16	58	7	25	15	22	6	28	10	6	2	6	12	21	63	5	22	2	2	11	30	11	13	2	3	20
2025	24	3319	85	3241	83	N	1	35	83	8	38	7	15	15	28	16	17	9	2	17	35	74	4	16	9	17	10	35	11	21	9	0	17
2025	24	3326	70	3330	47	N	0	27	62	0	11	16	22	9	28	12	17	18	4	15	18	53	3	12	8	14	6	23	9	27	10	1	20
2025	24	3361	73	3458	67	N	0	25	59	9	19	14	18	6	18	13	7	10	2	19	24	54	6	21	13	19	9	25	14	16	4	6	16
2025	24	3376	76	3235	36	N	0	29	64	6	17	12	14	13	32	11	11	13	5	18	12	52	4	23	8	14	7	19	8	17	5	2	13
2025	24	3408	83	3196	81	N	0	32	73	10	31	9	13	7	20	18	10	3	3	18	31	66	4	19	15	19	9	29	18	18	5	4	19
2025	24	3423	65	3363	61	N	1	21	59	4	19	19	32	7	27	10	11	6	2	21	23	59	3	18	12	21	9	31	16	17	6	1	23
2025	24	3427	62	3422	53	N	0	20	61	5	19	17	20	16	24	13	13	6	5	18	18	51	5	20	12	19	3	18	9	11	6	1	17
2025	24	3433	57	3344	51	N	0	19	45	4	15	15	22	7	20	10	15	8	3	18	17	54	5	26	12	13	10	19	9	15	8	2	22
2025	24	3436	64	3226	44	N	0	23	46	5	11	13	16	5	26	13	20	4	1	15	17	58	5	18	5	7	10	18	10	16	8	4	18
2025	24	3438	66	3453	61	N	0	23	55	6	21	14	22	12	28	14	17	10	3	15	23	61	10	28	5	7	5	20	14	12	7	0	18
2025	24	3450	68	3313	60	N	0	24	52	7	25	13	19	11	27	17	20	5	10	17	21	70	4	17	14	21	15	15	8	13	12	2	16
2025	24	3461	71	3179	57	N	0	29	65	6	16	7	9	10	24	16	8	6	2	15	21	56	8	25	7	13	5	25	15	11	5	4	11
2025	25	3101	75	3170	53	N	0	25	50	9	25	16	19	5	21	11	15	12	1	18	16	48	9	25	12	17	10	10	10	23	8	3	20
2025	25	3103	64	3233	51	N	0	25	57	6	19	8	12	8	31	13	14	6	2	13	18	58	8	26	7	9	2	22	8	11	6	4	11
2025	25	3120	82	3338	50	N	0	34	67	3	10	11	14	16	30	17	15	5	1	20	14	51	5	15	17	24	4	14	5	15	12	1	13
2025	25	3124	84	3309	58	H	0	35	63	7	20	7	13	14	23	25	19	8	8	16	21	55	7	14	9	11	6	15	12	23	8	2	14
2025	25	3129	79	3229	76	N	0	29	59	12	29	9	13	7	13	14	12	7	4	29	26	49	4	8	20	29	8	21	8	20	4	1	19
2025	25	3132	79	3391	43	N	0	31	70	7	28	10	14	16	32	22	11	8	2	12	18	65	3	23	4	7	12	20	10	17	4	4	12
2025	25	3136	67	3463	52	H	0	28	58	1	12	10	15	13	25	9	14	6	1	10	22	59	2	15	6	6	10	17	6	15	7	2	16
2025	25	3137	65	3352	54	A	0	24	43	5	17	12	13	5	21	15	15	8	7	10	22	50	3	9	7	9	4	11	7	12	11	0	14
2025	25	3139	79	3365	50	N	0	27	61	10	24	15	20	9	15	15	9	7	1	16	21	48	4	18	4	6	9	22	10	24	2	2	19
2025	25	3141	60	3305	57	A	0	20	55	2	12	18	27	14	33	5	24	10	0	18	18	65	7	25	14	17	10	20	10	15	11	3	22
2025	25	3149	67	3295	60	H	0	22	52	7	16	16	25	6	27	12	15	4	2	13	24	68	3	23	9	11	10	20	10	11	8	4	28
2025	25	3156	60	3418	42	N	0	20	38	4	15	16	21	5	32	15	24	7	2	18	14	63	5	17	9	14	16	12	6	16	9	1	18
2025	25	3158	83	3375	62	H	0	30	71	4	23	19	25	17	22	11	13	17	4	18	21	51	9	23	11	12	5	23	13	26	5	3	22
2025	25	3159	75	3420	49	H	0	26	62	7	19	16	18	12	24	17	9	9	2	16	19	52	4	13	7	11	7	21	9	17	6	0	18
2025	25	3161	60	3245	54	N	0	20	56	7	25	13	17	8	29	12	13	5	4	20	19	66	8	27	8	12	10	26	11	13	4	1	17
2025	25	3164	76	3316	61	A	0	29	57	7	16	11	11	8	25	19	10	8	0	13	21	50	9	25	10	11	2	20	12	14	5	2	13
2025	25	3194	65	3264	50	H	0	27	71	7	22	4	11	15	26	13	12	9	1	10	21	60	5	20	3	6	8	28	12	19	7	8	11
2025	25	3195	66	3465	56	H	0	23	64	7	34	13	18	14	18	13	9	11	0	14	20	41	7	19	9	14	1	21	13	19	5	1	20
2025	25	3198	87	3447	52	H	0	36	68	9	22	6	12	15	23	22	22	17	2	14	18	48	7	19	9	14	4	13	11	28	12	7	17
2025	25	3199	97	3283	66	N	0	34	68	14	30	15	18	9	29	15	7	11	4	18	25	63	5	19	11	19	10	24	10	17	3	1	15
2025	25	3204	58	3271	47	N	0	18	54	6	21	16	27	12	18	10	17	15	4	20	18	49	1	13	10	23	17	25	9	25	10	4	27
2025	25	3213	69	3364	58	H	0	29	61	3	16	8	12	6	22	20	9	10	4	15	21	53	8	22	8	12	10	23	7	17	4	0	12
2025	25	3218	50	3201	47	H	0	19	60	3	22	9	13	10	29	12	9	10	10	17	16	58	6	21	9	10	9	27	6	14	3	2	17
2025	25	3224	74	3456	63	A	0	28	64	7	14	11	19	12	24	14	13	10	3	14	22	58	10	27	9	14	11	27	20	21	7	6	17
2025	25	3226	52	3348	50	N	0	23	52	3	10	3	4	9	19	8	16	9	0	14	19	56	3	22	9	11	16	19	9	14	10	3	9
2025	25	3234	68	3140	48	N	0	24	51	11	23	9	11	7	29	16	22	10	4	15	16	53	7	23	9	10	6	17	8	20	12	4	15
2025	25	3241	77	3196	72	N	0	27	67	10	28	13	13	10	15	10	10	13	2	8	30	60	4	16	8	10	11	23	12	23	4	3	13
2025	25	3242	76	3320	73	N	0	21	54	14	27	20	26	9	19	17	16	13	2	24	23	51	11	20	16	21	8	20	15	19	10	5	20
2025	25	3249	69	3334	54	N	0	25	68	4	9	15	17	16	18	17	18	14	0	18	21	50	4	15	8	11	7	18	16	25	7	9	19
