Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
"2025	32	1412	95	1341	66	H	0	34	61	10	23	17	24	12	30	24	14	6	5	16	23	64	5	17	15	16	9	18	9	12	7	3	19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	32	1452	73	1207	60	H	0	26	57	9	26	12	13	5	23	13	10	8	6	11	22	58	9	27	7	8	10	19	8	14	5	4	16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	32	1467	60	1145	52	A	0	16	54	7	25	21	28	6	25	9	5	5	7	11	19	64	6	31	8	8	11	29	12	12	3	5	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1102	69	1392	61	N	0	24	42	6	18	15	19	2	24	16	19	9	4	15	22	59	3	21	14	17	12	15	12	16	8	2	18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1112	102	1381	66	H	0	34	68	6	16	28	36	12	29	23	9	13	4	17	24	64	10	28	8	15	9	19	14	17	5	4	23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1115	84	1146	78	H	0	28	53	15	32	13	18	4	24	20	14	4	0	21	26	71	10	41	16	26	19	21	17	11	9	0	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1116	75	1427	60	H	0	28	53	5	15	14	19	7	29	15	14	5	5	7	24	59	7	24	5	5	4	18	7	8	8	4	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1125	82	1292	79	H	0	31	73	6	19	14	21	18	22	19	8	11	2	12	30	66	10	26	9	12	11	26	15	14	5	6	19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1127	72	1478	62	A	0	24	53	11	22	13	17	10	25	14	13	3	2	13	24	60	3	19	11	15	9	21	11	6	8	5	15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1131	80	1107	74	H	1	28	52	9	24	15	26	10	28	16	17	7	10	15	26	62	11	22	11	14	5	15	13	9	11	2	21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1132	102	1288	81	H	0	39	68	11	28	13	16	8	26	21	8	8	0	18	32	72	4	16	13	21	14	23	19	12	6	3	16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1148	69	1221	56	A	0	28	54	5	17	8	12	6	19	11	10	14	2	8	22	51	8	21	4	5	8	19	12	17	3	3	11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1155	65	1274	55	A	0	23	58	9	27	10	12	10	20	10	7	4	3	12	23	56	4	25	5	6	11	23	5	11	3	2	11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1156	83	1453	61	A	0	27	56	10	23	19	21	8	23	17	13	13	6	22	19	46	6	19	17	21	6	18	14	19	7	5	16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1160	72	1161	55	H	0	28	56	9	24	7	12	8	33	18	16	7	4	10	20	64	7	27	8	8	8	25	7	11	7	2	18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1166	83	1424	65	H	0	31	49	10	20	11	12	3	30	21	12	4	6	8	27	64	7	21	4	7	6	12	7	6	10	2	11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1169	102	1142	91	A	0	37	74	8	14	20	29	18	26	18	12	11	2	21	29	70	12	43	21	30	12	23	19	17	9	4	25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1173	86	1250	62	H	0	28	49	14	22	16	23	1	32	21	4	3	7	13	24	62	8	23	6	11	7	23	14	4	2	2	18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1175	80	1259	77	H	0	31	59	3	10	15	23	11	20	17	15	8	2	13	27	61	10	27	13	16	8	17	14	13	9	1	20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1176	68	1340	67	A	0	24	58	9	23	11	14	8	18	15	5	5	2	19	24	54	5	20	14	26	10	24	18	8	4	7	12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1180	60	1335	47	N	0	24	53	3	14	9	11	7	30	13	13	8	3	10	20	59	4	18	3	6	5	21	9	11	6	0	11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1189	79	1459	56	H	0	28	47	11	22	12	16	6	32	19	16	7	8	12	21	73	9	39	5	8	17	14	16	8	8	0	14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1202	69	1343	63	H	0	25	58	10	34	9	16	12	24	12	13	7	6	18	21	54	6	19	15	20	7	22	11	12	10	0	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1203	78	1330	70	A	0	24	50	7	17	23	37	11	21	12	9	3	12	13	26	64	6	18	12	17	17	20	14	6	6	14	20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1204	93	1316	91	H	1	36	73	9	24	12	22	10	33	23	14	7	4	12	35	78	14	45	7	14	7	26	18	11	6	2	19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1206	76	1408	64	H	0	24	55	8	20	20	24	9	26	12	9	5	2	12	23	56	10	27	8	10	6	19	12	7	4	4	21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1222	79	1139	51	H	0	32	60	9	18	6	6	12	25	8	11	6	5	17	13	46	9	28	16	22	7	14	10	12	5	1	12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1226	71	1331	55	H	0	23	57	2	18	23	27	15	36	17	12	3	7	18	17	55	9	29	12	15	3	14	10	9	8	4	23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1229	72	1334	61	H	0	23	52	10	25	16	19	6	25	13	7	5	0	12	22	57	8	25	9	9	8	23	8	12	1	2	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1230	65	1477	53	H	0	23	49	4	14	15	21	11	18	7	16	12	4	14	15	41	8	24	15	20	4	16	9	21	9	3	15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1232	80	1283	77	A	0	32	56	10	27	6	10	6	24	18	13	4	4	23	26	58	8	22	17	27	12	21	10	10	11	1	13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1241	78	1430	61	H	0	27	54	13	26	11	16	7	25	19	11	5	5	17	19	57	5	21	18	25	10	17	7	9	8	2	11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1246	90	1211	89	N	1	34	75	7	25	15	18	15	25	17	7	1	4	21	33	71	6	27	17	24	13	26	17	5	2	2	15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1248	77	1479	73	A	0	26	51	11	22	14	21	11	18	15	14	3	7	15	24	51	12	23	13	17	6	16	16	8	8	2	16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1249	84	1410	52	A	0	37	64	6	13	4	7	7	24	13	10	9	3	11	18	54	5	29	11	12	7	17	8	17	8	1	14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1251	89	1290	52	H	0	29	52	16	33	15	20	5	21	18	10	9	3	10	20	48	2	11	10	15	5	18	6	17	6	0	13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1253	76	1218	68	H	0	25	50	10	13	16	17	4	19	11	11	10	1	16	26	53	7	19	9	12	7	21	13	15	6	4	16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1258	68	1305	64	H	0	21	50	11	31	15	21	9	22	13	11	3	4	20	21	60	5	20	17	21	11	22	9	5	5	1	20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1260	74	1378	72	H	0	26	61	6	21	16	23	8	20	16	6	8	3	13	26	53	8	21	12	16	7	26	17	14	4	3	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1262	96	1269	83	A	0	29	50	8	21	30	34	3	20	19	20	7	1	24	30	63	2	14	21	33	10	15	11	12	13	2	29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1266	88	1458	74	H	0	31	62	8	26	18	21	10	18	17	5	9	3	17	24	52	10	26	16	18	11	19	16	14	3	1	18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1276	85	1234	83	H	0	32	58	4	20	17	22	10	32	15	16	3	3	16	32	77	9	27	10	17	13	14	13	4	5	2	18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1277	89	1304	52	H	0	29	56	9	23	22	23	11	35	20	14	4	5	17	18	54	4	22	12	18	4	15	8	11	8	0	20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1279	86	1473	53	H	0	31	60	8	23	16	22	8	28	19	7	8	8	16	18	51	6	21	11	19	8	21	9	14	5	2	19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1286	74	1282	62	H	0	26	53	11	27	11	16	8	21	14	9	4	2	14	21	58	6	27	14	17	9	22	10	8	8	1	15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1295	82	1294	70	H	0	29	54	9	22	15	19	2	35	13	15	2	1	17	26	72	6	38	12	14	3	23	11	3	11	0	21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1297	66	1237	64	A	0	26	58	9	26	5	7	7	18	15	10	10	6	14	24	47	10	20	6	9	7	21	12	15	4	1	13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1300	78	1205	77	A	0	25	58	6	18	22	28	10	19	11	8	17	2	23	28	51	5	17	16	28	11	21	16	17	4	3	20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1301	84	1199	74	H	1	28	54	8	23	20	29	9	21	10	10	6	4	17	23	54	3	16	25	29	9	19	7	13	4	4	21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1303	70	1170	60	A	0	27	60	8	23	8	8	7	20	13	10	12	2	23	16	45	8	26	20	26	9	25	11	17	5	5	12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1308	89	1307	83	A	1	32	62	14	31	11	17	7	33	18	16	4	3	20	30	84	10	32	13	22	20	22	17	6	9	5	18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1311	73	1309	70	H	0	28	66	4	20	13	21	16	24	12	9	10	5	20	23	55	5	17	19	25	7	26	10	12	7	1	20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1312	69	1298	64	H	0	28	59	3	15	10	14	8	32	8	10	3	9	17	25	77	6	30	8	14	19	23	12	5	3	2	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1314	68	1210	65	H	0	23	59	5	24	17	21	9	34	10	18	11	2	18	20	64	8	27	17	24	9	25	9	14	5	4	20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1315	80	1451	75	H	0	28	64	4	19	20	29	16	20	10	8	4	0	15	28	53	7	20	12	14	5	21	9	11	7	1	24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1319	95	1377	82	H	0	31	55	9	20	24	35	5	30	20	9	4	1	23	27	62	6	22	22	33	10	23	11	9	7	1	25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1320	101	1296	57	H	0	34	55	12	24	21	29	9	34	21	8	5	2	13	18	56	6	30	15	20	6	15	10	8	5	0	21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1322	64	1223	57	A	0	26	50	3	11	9	11	7	23	12	12	6	5	15	22	52	5	21	8	13	8	17	9	11	5	2	11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1323	69	1393	64	H	0	22	49	8	22	17	27	7	24	7	14	4	4	19	24	51	0	9	16	24	5	21	13	11	5	2	21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1325	88	1287	76	H	0	33	62	7	23	15	18	8	22	10	11	7	4	22	25	61	10	23	16	24	12	19	15	12	6	1	21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1326	80	1353	66	H	0	32	58	6	18	10	13	8	21	14	10	4	4	15	24	57	7	19	11	12	8	15	10	14	4	1	15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1328	94	1108	78	H	0	35	64	12	37	12	14	9	18	24	12	12	1	14	30	57	10	20	8	12	8	16	18	18	7	2	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1333	78	1225	62	H	0	30	64	5	13	13	17	12	19	21	5	11	1	12	22	51	8	26	10	16	12	20	8	15	1	5	15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1337	85	1212	57	H	0	34	69	10	23	7	9	10	29	18	8	6	7	14	21	55	5	17	10	18	5	22	10	14	5	4	12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1338	64	1439	59	A	0	23	56	6	28	12	12	9	21	10	12	7	5	11	23	53	8	25	5	7	6	21	13	17	4	0	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1348	69	1344	63	H	0	26	61	5	15	12	19	12	26	11	12	9	6	12	25	57	5	20	8	15	8	26	9	13	10	4	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1355	74	1186	53	H	0	26	64	7	31	15	16	15	28	16	13	7	2	19	16	44	4	22	17	22	2	19	10	14	11	1	21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1356	73	1475	70	H	0	27	56	5	13	14	19	10	21	16	12	5	5	16	25	54	5	9	15	17	7	17	14	9	9	2	16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1358	87	1411	71	H	0	29	61	14	31	15	24	14	27	17	12	7	1	15	27	62	7	22	10	15	9	16	15	8	7	1	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1361	74	1360	57	H	0	29	66	5	17	11	15	10	28	13	10	6	2	16	17	55	6	32	17	23	7	26	10	15	4	2	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1365	81	1201	66	H	0	26	62	13	31	16	22	12	29	20	16	13	4	17	23	59	6	15	14	21	5	23	10	17	10	2	16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1367	74	1441	68	A	0	28	56	4	16	14	22	7	21	14	12	14	3	15	24	54	9	28	11	16	6	22	11	19	5	0	20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1374	63	1438	51	H	0	21	49	6	24	15	20	8	26	13	10	8	2	15	16	47	8	19	11	12	2	21	11	13	8	2	19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1376	75	1187	68	H	0	27	50	12	23	9	17	5	22	19	8	1	1	12	27	55	4	14	10	14	7	18	9	5	7	3	15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1380	70	1409	66	A	0	23	62	3	14	21	25	12	18	6	7	8	3	15	21	51	8	26	16	21	6	26	12	13	3	5	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1382	65	1138	55	H	0	21	47	4	15	19	24	6	19	11	11	10	2	11	20	48	8	25	7	7	4	19	8	18	4	1	18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1385	88	1243	71	H	0	32	75	8	27	16	17	13	34	17	8	4	7	17	25	71	8	25	13	20	10	25	10	8	5	4	16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1386	82	1247	68	N	0	32	60	6	19	12	16	4	24	22	9	8	2	16	22	60	6	24	18	21	11	22	9	11	6	3	14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1388	72	1428	63	A	0	25	57	8	21	14	23	8	29	13	12	5	4	18	24	64	5	18	10	17	14	25	14	10	6	2	18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1390	89	1143	81	A	0	30	57	11	23	18	20	6	20	19	7	4	13	17	30	71	8	21	13	16	16	16	5	7	2	5	16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1394	67	1372	48	H	0	26	53	3	10	12	17	7	22	14	10	10	10	14	20	59	3	20	5	15	14	20	11	16	5	7	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1413	71	1364	60	H	0	22	53	9	23	18	23	7	28	12	9	8	4	16	22	56	6	21	10	13	6	22	8	12	4	3	18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1415	75	1168	68	H	0	25	53	9	27	16	21	3	21	12	9	2	2	22	22	50	3	16	21	26	4	24	11	15	5	1	21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1420	84	1406	71	A	0	31	60	10	25	12	16	2	30	16	8	7	0	10	30	78	7	26	4	9	17	29	7	9	3	4	14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1422	67	1299	55	A	0	20	55	12	30	15	18	8	26	11	11	7	4	17	21	56	3	23	10	13	8	21	7	10	6	7	11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1423	78	1267	69	H	0	26	55	4	17	22	27	7	32	15	13	6	5	19	26	64	7	30	10	24	14	22	14	13	7	8	22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1425	85	1449	61	A	0	32	50	7	16	14	17	2	28	12	12	6	7	18	22	56	5	19	12	21	9	15	13	14	4	1	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1429	92	1469	62	H	0	32	65	8	29	20	26	11	28	19	13	8	6	16	25	61	8	31	4	11	8	19	20	14	6	2	21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1431	88	1370	72	H	0	32	57	7	17	17	19	10	21	18	13	14	3	20	22	49	10	23	18	25	7	16	15	17	10	2	14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1437	94	1396	65	N	0	31	53	19	30	13	20	8	24	17	12	3	2	25	20	54	7	23	18	29	10	14	14	5	8	0	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1443	79	1191	65	A	0	27	61	10	24	15	18	5	31	14	10	8	2	16	22	61	9	31	12	16	5	27	14	10	7	7	14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1448	72	1130	66	H	0	21	47	5	13	25	34	6	25	12	8	9	2	16	21	57	12	30	12	14	9	22	16	14	3	1	24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1450	74	1129	69	N	0	29	57	6	22	10	18	4	28	16	13	5	6	21	25	66	7	27	12	20	10	23	10	8	7	3	15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1455	96	1190	87	H	0	35	64	9	21	17	21	7	29	19	11	8	7	12	33	71	14	36	7	12	7	20	20	12	7	2	16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1457	96	1157	89	H	0	29	53	7	17	31	40	4	18	11	5	7	2	21	29	54	10	23	21	29	5	20	12	12	2	2	29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1460	80	1178	72	A	0	28	49	8	19	16	19	5	27	14	14	5	3	13	28	67	5	15	11	16	12	17	10	7	6	1	16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1463	65	1436	50	H	0	23	52	8	20	11	13	7	30	16	12	6	2	14	19	55	7	27	5	9	7	19	8	10	7	5	13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1464	66	1324	50	H	0	23	52	8	27	12	14	9	22	14	9	6	5	17	18	52	2	16	12	17	8	19	5	11	4	1	12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1471	81	1167	60	H	0	26	55	15	35	14	19	5	21	18	12	9	2	18	22	48	5	9	11	12	4	25	8	19	8	4	16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1472	88	1285	81	H	0	29	58	9	22	21	25	5	21	18	9	6	3	13	31	59	12	24	7	9	4	24	22	11	5	4	21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1474	81	1440	78	A	0	32	53	9	21	8	15	10	25	18	21	4	2	14	25	56	11	30	17	20	6	14	9	7	16	4	16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	33	1480	78	1399	73	H	0	29	58	7	20	13	16	5	17	18	6	8	2	12	25	52	8	24	15	20	7	24	17	15	5	0	13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	34	1117	85	1272	72	A	0	26	71	12	36	21	27	14	26	16	14	8	4	25	21	59	7	22	23	34	15	21	9	20	9	3	21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	34	1120	98	1350	54	H	0	33	69	13	30	19	27	14	32	23	7	10	5	14	16	59	6	30	16	19	7	18	8	14	7	3	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	34	1153	84	1224	67	H	0	34	64	8	23	8	13	14	23	19	13	9	2	12	26	54	6	18	9	9	5	17	13	16	9	1	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	34	1163	76	1400	65	A	0	28	54	9	20	11	16	11	23	21	12	5	4	21	21	50	8	17	15	24	6	16	8	9	5	4	16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	34	1165	103	1119	84	A	0	38	68	19	35	8	11	6	26	27	5	4	2	11	33	69	11	27	7	11	9	24	18	8	3	1	11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	34	1181	76	1257	65	A	0	28	62	8	30	12	14	9	26	14	5	7	3	18	19	51	11	31	16	21	8	26	10	14	4	1	16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	34	1188	82	1123	69	H	0	28	57	11	24	15	21	12	28	11	9	3	3	11	27	63	8	23	7	10	8	18	14	8	3	1	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	34	1200	87	1263	72	H	0	31	61	9	19	16	25	12	30	19	14	10	5	17	26	66	3	12	17	19	7	21	11	13	9	1	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	34	1217	72	1306	62	A	0	22	44	4	14	24	28	4	21	12	18	12	1	15	22	55	5	23	13	14	9	19	10	16	10	2	19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	34	1227	69	1171	68	H	1	24	71	10	27	11	17	11	40	12	19	10	6	11	28	79	8	30	4	10	10	31	19	12	12	4	17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	34	1233	72	1389	63	H	0	21	50	6	18	24	35	18	19	10	19	8	6	22	19	51	5	22	20	33	12	15	10	15	5	4	24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	34	1235	100	1238	58	H	0	34	67	11	28	21	29	14	26	26	7	16	2	14	20	54	7	22	11	13	6	20	10	23	5	0	20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	34	1236	82	1352	77	H	0	26	56	4	16	26	30	4	24	12	13	8	1	16	29	72	7	25	12	15	12	25	16	14	9	2	23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	34	1256	69	1418	58	A	0	27	51	5	13	10	14	9	27	12	15	4	4	15	22	53	6	20	8	14	4	15	7	11	9	2	14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	34	1261	80	1195	71	H	0	29	58	8	27	14	16	9	23	15	12	10	6	8	28	66	11	31	4	5	10	17	12	13	7	1	12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	34	1265	82	1264	75	A	0	32	60	6	18	12	12	10	23	16	13	6	2	14	28	61	7	21	12	17	10	15	13	12	9	4	16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	34	1273	89	1391	83	A	1	30	67	11	28	18	27	8	26	17	9	8	2	20	27	63	11	29	18	21	8	30	12	16	5	3	24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	34	1280	91	1341	84	H	0	30	54	11	26	20	31	12	23	18	11	5	2	17	31	55	10	19	12	20	5	14	15	9	6	3	23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	34	1281	76	1242	67	H	0	23	52	4	13	26	31	5	22	8	11	14	4	14	25	63	8	23	9	11	13	19	13	22	5	5	19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	34	1291	101	1193	94	H	0	35	65	10	23	21	27	11	22	23	5	4	5	19	34	68	10	30	16	22	11	20	17	6	3	7	20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	34	1293	73	1369	53	H	0	26	54	9	18	12	20	13	21	10	12	5	2	15	21	52	4	13	7	11	4	16	8	11	2	2	19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	34	1318	78	1159	75	H	0	27	50	5	15	19	29	11	25	11	18	5	3	19	23	52	9	23	20	26	5	15	11	11	14	2	23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	34	1329	85	1371	76	A	0	29	51	10	26	17	19	7	19	21	14	9	5	24	27	54	7	19	15	23	9	13	16	12	10	2	16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	34	1345	83	1268	78	H	0	32	66	9	26	10	13	9	23	13	8	4	4	13	30	66	11	26	7	9	10	22	15	10	4	5	18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	34	1346	83	1357	73	H	0	29	61	11	34	14	19	6	20	24	7	15	5	18	25	55	9	22	14	18	9	25	13	17	4	2	15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	34	1347	74	1137	70	H	1	23	59	5	18	23	36	15	32	13	13	6	0	27	21	58	7	30	21	33	11	23	9	10	6	2	30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	34	1359	72	1122	47	H	0	27	66	11	31	7	10	15	23	18	12	11	6	11	19	54	2	17	7	10	8	22	8	16	8	2	13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	34	1373	66	1145	53	A	0	25	54	10	28	6	12	10	21	14	10	3	0	14	17	42	4	12	15	19	2	18	7	10	4	1	16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025	34	1375	76	1240	74	H	0	25	63	12	38	14	18	10	15	15	6	11	2	12	24	53	12	27	14	15	9	20	15	16	1	4	18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
