Season	DayNum	WTeamID	WScore	LTeamID	LScore	WLoc	NumOT
2025	17	1352	86	1165	76	A	0
2025	17	1357	67	1148	54	H	0
2025	17	1369	77	1146	73	A	1
2025	17	1371	69	1433	66	N	1
2025	17	1376	84	1273	72	H	0
2025	17	1378	74	1339	68	N	0
2025	17	1386	78	1403	77	N	0
2025	17	1394	81	1404	77	H	0
2025	17	1397	64	1438	42	N	0
2025	17	1400	70	1393	66	N	0
2025	17	1405	103	1391	78	N	0
2025	17	1434	77	1473	64	H	0
2025	17	1435	73	1305	71	N	0
2025	17	1450	96	1186	81	N	0
2025	17	1460	80	1343	62	N	0
2025	17	1464	72	1284	62	N	0
2025	17	1471	72	1247	67	N	0
2025	17	1476	67	1136	66	H	0
2025	18	1103	79	1249	72	H	0
2025	18	1106	85	1303	67	N	0
2025	18	1110	64	1282	60	N	0
2025	18	1116	79	1114	67	H	0
2025	18	1133	77	1460	74	N	0
2025	18	1138	82	1288	73	H	0
2025	18	1139	78	1467	39	H	0
2025	18	1157	71	1237	57	N	0
2025	18	1172	93	1440	66	H	0
2025	18	1179	75	1194	63	N	0
2025	18	1180	73	1200	71	A	0
2025	18	1181	69	1112	55	A	0
2025	18	1187	71	1391	64	N	0
2025	18	1189	84	1323	77	A	0
2025	18	1190	87	1367	76	H	0
2025	18	1191	98	1453	81	H	0
2025	18	1195	74	1167	54	H	0
2025	18	1196	93	1356	68	H	0
2025	18	1199	78	1396	69	N	0
2025	18	1209	93	1300	79	H	0
2025	18	1213	91	1313	73	H	0
2025	18	1217	78	1159	67	H	0
2025	18	1222	80	1220	44	H	0
2025	18	1227	96	1247	83	N	0
2025	18	1232	97	1152	61	H	0
2025	18	1243	83	1203	71	N	0
2025	18	1246	108	1238	59	H	0
2025	18	1251	89	1418	69	N	0
2025	18	1255	89	1412	81	N	0
2025	18	1257	76	1457	61	H	0
2025	18	1264	80	1119	79	H	0
2025	18	1270	76	1229	68	N	0
2025	18	1280	84	1374	79	A	0
2025	18	1281	91	1334	56	H	0
2025	18	1292	95	1378	88	N	0
2025	18	1301	84	1456	61	H	0
2025	18	1304	74	1166	63	A	0
2025	18	1305	64	1433	61	N	0
2025	18	1309	93	1408	87	A	1
2025	18	1314	87	1218	69	A	0
2025	18	1315	77	1258	73	A	0
2025	18	1318	60	1198	58	N	0
2025	18	1319	75	1230	74	H	0
2025	18	1321	68	1337	50	H	0
2025	18	1325	85	1339	73	N	0
2025	18	1326	104	1144	60	H	0
2025	18	1329	80	1274	74	N	0
2025	18	1338	74	1261	63	N	0
2025	18	1342	67	1464	42	N	0
2025	18	1349	61	1223	58	A	0
2025	18	1354	82	1105	70	A	0
2025	18	1372	72	1284	67	H	0
2025	18	1381	72	1360	67	A	0
2025	18	1385	80	1438	55	N	0
2025	18	1397	77	1124	62	N	0
2025	18	1400	67	1386	58	N	0
2025	18	1402	83	1343	80	N	0
2025	18	1403	79	1393	74	N	0
2025	18	1405	82	1240	80	N	0
2025	18	1414	93	1451	87	A	0
2025	18	1415	77	1161	75	A	1
2025	18	1417	80	1168	47	H	0
2025	18	1419	65	1322	63	A	0
2025	18	1421	72	1369	64	N	0
2025	18	1428	84	1469	53	H	0
2025	18	1429	77	1234	69	N	0
2025	18	1430	77	1293	75	A	0
2025	18	1435	76	1371	60	N	0
2025	18	1449	77	1108	60	H	0
2025	18	1454	91	1340	74	H	0
2025	18	1455	88	1387	63	N	0
2025	18	1458	86	1416	70	N	0
2025	18	1459	81	1472	73	N	0
2025	18	1461	64	1368	61	H	0
2025	18	1471	73	1241	67	N	0
2025	18	1475	92	1377	83	H	0
2025	18	1478	65	1404	53	N	0
2025	19	1103	92	1303	84	H	0
2025	19	1105	77	1157	70	H	0
2025	19	1106	77	1249	75	N	0
2025	19	1107	67	1282	65	N	0
2025	19	1131	75	1420	71	A	0
2025	19	1135	83	1145	76	A	0
2025	19	1140	87	1290	43	H	0
2025	19	1153	81	1210	58	A	0
2025	19	1162	82	1392	63	H	0
2025	19	1177	98	1296	52	H	0
2025	19	1187	72	1227	55	N	0
2025	19	1198	76	1167	73	N	1
2025	19	1201	72	1253	69	A	0
2025	19	1202	67	1149	46	A	0
2025	19	1203	83	1418	74	N	0
2025	19	1204	64	1480	54	H	0
2025	19	1207	82	1384	65	H	0
2025	19	1228	87	1271	40	H	0
2025	19	1229	84	1412	83	N	0
2025	19	1241	71	1240	65	N	0
2025	19	1245	68	1156	52	A	0
2025	19	1247	92	1391	77	N	0
2025	19	1254	79	1150	76	A	0
2025	19	1260	89	1409	53	H	0
2025	19	1262	80	1346	70	H	0
2025	19	1265	54	1306	49	H	0
2025	19	1266	80	1208	69	N	0
2025	19	1291	76	1175	66	H	0
2025	19	1294	114	1341	98	H	0
2025	19	1318	59	1195	55	A	0
2025	19	1342	71	1284	61	N	0
2025	19	1345	80	1267	45	H	0
2025	19	1351	57	1137	53	A	0
2025	19	1354	72	1237	62	N	0
2025	19	1372	64	1464	57	H	0
2025	19	1381	82	1225	67	N	0
2025	19	1388	80	1142	66	H	0
2025	19	1390	71	1365	69	A	0
2025	19	1394	82	1478	61	H	0
2025	19	1396	87	1269	80	N	0
2025	19	1424	72	1308	65	H	0
2025	19	1436	75	1174	71	N	0
2025	19	1448	67	1178	57	H	0
2025	19	1454	76	1459	74	H	0
2025	19	1463	91	1193	66	N	0
2025	19	1465	79	1186	68	H	0
2025	19	1466	74	1419	62	N	0
2025	19	1468	80	1132	68	H	0
2025	19	1471	80	1405	45	N	0
2025	19	1472	91	1340	65	N	0
2025	19	1474	98	1367	74	N	0
2025	20	1102	82	1479	48	H	0
2025	20	1103	97	1106	78	H	0
2025	20	1110	81	1107	77	N	0
2025	20	1111	79	1456	76	H	0
2025	20	1129	83	1214	69	N	0
2025	20	1130	82	1330	52	N	0
2025	20	1131	69	1224	62	N	0
2025	20	1133	80	1292	69	N	0
2025	20	1143	83	1170	77	H	0
2025	20	1146	92	1421	83	H	2
2025	20	1148	64	1127	56	H	0
2025	20	1167	68	1318	60	N	0
2025	20	1169	89	1469	79	N	0
2025	20	1174	100	1463	94	N	0
2025	20	1179	81	1435	70	N	0
2025	20	1190	82	1474	67	H	0
2025	20	1191	66	1144	53	H	0
2025	20	1193	67	1436	66	N	0
2025	20	1195	60	1198	59	H	0
2025	20	1199	92	1269	59	N	0
2025	20	1208	66	1385	63	N	0
2025	20	1244	79	1353	77	H	0
2025	20	1251	67	1243	65	N	0
2025	20	1252	77	1238	53	H	0
2025	20	1261	109	1416	102	N	3
2025	20	1263	80	1221	55	H	0
2025	20	1268	76	1437	75	N	0
2025	20	1270	84	1255	69	N	0
2025	20	1281	112	1115	63	H	0
2025	20	1283	71	1219	61	N	0
2025	20	1285	83	1176	73	H	0
2025	20	1286	79	1379	59	H	0
2025	20	1303	65	1249	59	N	0
2025	20	1305	90	1329	78	N	0
2025	20	1307	99	1411	68	H	0
2025	20	1322	71	1466	58	H	0
2025	20	1340	79	1459	74	N	0
2025	20	1343	94	1339	67	N	0
2025	20	1348	91	1158	53	H	0
2025	20	1355	71	1182	60	N	0
2025	20	1360	68	1225	61	H	0
2025	20	1371	63	1194	61	N	0
2025	20	1378	73	1460	72	N	0
2025	20	1382	85	1136	70	H	0
2025	20	1402	74	1325	65	N	0
2025	20	1406	64	1288	60	A	0
2025	20	1415	69	1108	52	H	0
2025	20	1425	80	1212	69	H	0
2025	20	1433	77	1274	70	N	0
2025	20	1434	81	1183	53	H	0
2025	20	1454	69	1472	65	H	0
2025	20	1458	81	1338	75	N	0
2025	21	1101	82	1379	74	N	0
2025	21	1116	109	1271	35	H	0
2025	21	1120	83	1235	81	N	0
2025	21	1123	63	1184	61	N	0
2025	21	1129	83	1355	82	N	0
2025	21	1130	76	1283	74	N	1
2025	21	1138	82	1299	81	H	0
2025	21	1151	85	1398	78	H	0
2025	21	1155	70	1362	55	N	0
2025	21	1162	83	1306	57	H	0
2025	21	1165	84	1233	68	A	0
2025	21	1169	89	1176	60	N	0
2025	21	1185	74	1223	73	A	0
2025	21	1203	72	1229	64	N	0
2025	21	1214	64	1182	59	N	0
2025	21	1219	73	1330	67	N	0
2025	21	1228	92	1114	34	H	0
2025	21	1236	87	1180	81	N	0
2025	21	1237	88	1105	83	A	0
2025	21	1243	80	1255	64	N	0
2025	21	1251	62	1270	58	N	0
2025	21	1256	85	1356	79	N	1
2025	21	1262	81	1467	74	H	0
2025	21	1272	99	1163	97	N	1
2025	21	1273	90	1239	89	N	1
2025	21	1275	70	1373	58	N	0
2025	21	1276	75	1439	63	N	0
2025	21	1277	72	1160	56	N	0
2025	21	1278	68	1141	65	H	0
2025	21	1285	69	1469	66	H	0
2025	21	1313	76	1413	55	A	0
2025	21	1314	92	1173	90	N	0
2025	21	1317	58	1333	55	H	0
2025	21	1326	102	1453	69	H	0
2025	21	1336	85	1200	66	N	0
2025	21	1347	63	1152	48	N	0
2025	21	1363	71	1431	65	N	0
2025	21	1375	84	1230	63	H	0
2025	21	1387	81	1346	67	H	0
2025	21	1407	86	1427	72	H	0
2025	21	1410	97	1478	77	H	0
2025	21	1412	98	1418	86	N	0
2025	21	1420	95	1224	77	H	0
2025	21	1422	71	1253	48	N	0
2025	21	1457	87	1254	65	H	0
2025	21	1462	75	1376	66	N	0
2025	21	1475	87	1232	77	H	0
2025	21	1476	67	1477	65	H	0
2025	22	1104	85	1222	80	N	1
2025	22	1120	85	1314	72	N	0
2025	22	1122	62	1209	50	N	0
2025	22	1126	79	1315	67	N	0
2025	22	1130	63	1129	61	N	0
2025	22	1136	97	1398	85	N	0
2025	22	1142	82	1212	79	H	0
2025	22	1155	75	1336	67	N	0
2025	22	1156	56	1312	53	H	0
2025	22	1160	73	1163	72	N	0
2025	22	1168	72	1337	63	A	0
2025	22	1180	83	1152	71	N	0
2025	22	1182	67	1330	54	N	0
2025	22	1184	77	1356	72	N	0
2025	22	1185	72	1319	68	N	0
2025	22	1199	91	1441	57	H	0
2025	22	1202	61	1370	56	N	0
2025	22	1205	73	1368	69	N	0
2025	22	1207	66	1447	41	H	0
2025	22	1213	78	1390	71	N	0
2025	22	1219	76	1214	73	N	0
2025	22	1234	110	1367	77	H	0
2025	22	1235	89	1173	84	N	0
2025	22	1239	75	1373	64	N	0
2025	22	1242	75	1181	72	N	0
2025	22	1246	87	1443	68	H	0
2025	22	1256	65	1350	62	N	0
2025	22	1258	77	1125	63	N	0
2025	22	1259	70	1440	67	H	0
2025	22	1272	71	1277	63	N	0
2025	22	1275	75	1273	72	N	0
2025	22	1286	85	1101	59	H	0
2025	22	1293	79	1426	66	N	0
2025	22	1332	80	1401	70	N	0
2025	22	1347	69	1236	56	N	0
2025	22	1353	85	1323	84	N	1
2025	22	1355	75	1283	55	N	0
2025	22	1359	103	1295	98	H	1
2025	22	1361	71	1166	53	N	0
2025	22	1362	85	1200	64	N	0
2025	22	1363	69	1422	64	N	0
2025	22	1364	67	1186	51	H	0
2025	22	1374	79	1465	77	N	0
2025	22	1384	88	1250	78	H	0
2025	22	1386	83	1164	54	H	0
2025	22	1389	78	1192	76	A	0
2025	22	1409	63	1178	44	N	0
2025	22	1417	88	1381	43	H	0
2025	22	1428	94	1290	48	H	0
2025	22	1430	77	1480	74	N	0
2025	22	1431	70	1253	44	N	0
2025	22	1438	74	1264	65	H	0
2025	22	1442	64	1375	63	A	0
2025	22	1450	84	1201	73	N	0
2025	22	1461	64	1408	63	N	0
2025	22	1469	68	1176	54	N	0
2025	23	1104	95	1353	90	N	0
2025	23	1111	66	1358	63	N	0
2025	23	1112	104	1172	71	N	0
2025	23	1114	78	1271	59	H	0
2025	23	1120	90	1272	76	N	0
2025	23	1124	91	1309	60	H	0
2025	23	1125	89	1408	66	N	0
2025	23	1135	77	1392	54	H	0
2025	23	1143	81	1479	55	H	0
2025	23	1151	84	1136	76	H	0
2025	23	1153	77	1106	59	H	0
2025	23	1158	79	1297	64	H	0
2025	23	1159	72	1423	59	A	0
2025	23	1170	63	1102	61	A	0
2025	23	1173	85	1163	67	N	0
2025	23	1190	75	1150	55	A	0
2025	23	1205	79	1126	64	N	0
2025	23	1209	74	1409	71	N	0
2025	23	1210	91	1149	67	H	0
2025	23	1222	65	1323	54	N	0
2025	23	1230	86	1442	75	N	0
2025	23	1235	99	1160	71	N	0
2025	23	1256	78	1184	69	N	0
2025	23	1257	89	1231	61	N	0
2025	23	1258	73	1461	70	N	0
2025	23	1266	94	1476	59	H	0
2025	23	1267	82	1354	53	H	0
2025	23	1268	91	1137	67	H	0
2025	23	1269	62	1217	54	A	0
2025	23	1276	78	1462	53	N	0
2025	23	1277	94	1314	91	N	1
2025	23	1281	81	1473	61	H	0
2025	23	1285	83	1169	75	H	0
2025	23	1295	73	1480	61	N	0
2025	23	1304	96	1377	79	H	0
2025	23	1312	78	1287	69	N	0
2025	23	1319	74	1223	71	A	0
2025	23	1328	79	1344	77	N	0
2025	23	1332	78	1361	68	N	0
2025	23	1334	83	1115	71	H	0
2025	23	1348	81	1178	75	N	0
2025	23	1350	73	1123	60	N	0
2025	23	1352	72	1145	64	H	0
2025	23	1359	84	1430	76	H	0
2025	23	1363	82	1253	66	N	0
2025	23	1368	76	1315	60	N	0
2025	23	1374	77	1450	60	N	0
2025	23	1376	70	1439	60	N	0
2025	23	1387	93	1262	90	H	0
2025	23	1393	82	1165	72	H	0
2025	23	1397	78	1404	35	H	0
2025	23	1399	90	1342	75	H	0
2025	23	1401	77	1166	73	N	0
2025	23	1416	84	1454	76	H	0
2025	23	1420	92	1288	69	H	0
2025	23	1426	68	1122	58	N	0
2025	23	1427	76	1467	74	N	0
2025	23	1431	64	1422	58	N	0
2025	23	1434	87	1296	82	H	0
2025	23	1437	72	1351	48	H	0
2025	23	1444	73	1464	62	A	0
2025	23	1452	86	1211	78	N	1
2025	23	1465	86	1201	81	N	2
2025	24	1113	85	1307	82	N	0
2025	24	1139	71	1321	69	N	0
2025	24	1172	69	1344	58	N	0
2025	24	1196	75	1448	58	N	0
2025	24	1211	89	1231	73	N	0
2025	24	1228	90	1116	77	N	0
2025	24	1245	65	1406	54	N	0
2025	24	1257	79	1452	70	N	1
2025	24	1279	96	1140	85	N	1
2025	24	1280	80	1424	58	N	0
2025	24	1295	83	1430	63	N	0
2025	24	1317	68	1320	48	N	0
2025	24	1328	82	1112	77	N	0
2025	24	1345	71	1301	61	N	0
2025	24	1348	83	1426	78	N	0
2025	24	1365	69	1395	52	N	0
2025	24	1388	71	1425	36	N	0
2025	24	1414	76	1244	59	N	0
2025	24	1429	72	1382	67	N	0
2025	24	1449	73	1161	67	N	0
2025	24	1455	68	1278	66	N	1
2025	25	1111	72	1159	50	N	0
2025	25	1113	68	1388	64	N	0
2025	25	1117	86	1232	81	N	0
2025	25	1125	83	1205	74	H	0
2025	25	1139	87	1280	77	N	0
2025	25	1140	72	1301	61	N	0
2025	25	1155	86	1197	58	H	0
2025	25	1161	76	1395	72	N	1
2025	25	1171	88	1130	83	A	0
2025	25	1177	89	1434	70	H	0
2025	25	1181	70	1370	48	H	0
2025	25	1183	72	1296	59	H	0
2025	25	1187	93	1299	69	H	0
2025	25	1196	88	1455	51	N	0
2025	25	1203	77	1440	64	H	0
2025	25	1206	66	1241	61	A	0
2025	25	1211	90	1172	65	N	0
2025	25	1220	68	1349	63	N	1
2025	25	1231	89	1344	73	N	0
2025	25	1233	62	1470	51	N	0
2025	25	1244	67	1406	63	N	1
2025	25	1246	105	1209	76	H	0
2025	25	1248	75	1254	56	H	0
2025	25	1261	77	1322	53	H	0
2025	25	1263	69	1189	56	N	0
2025	25	1287	71	1156	69	A	0
2025	25	1298	86	1335	78	A	0
2025	25	1307	83	1425	73	N	0
2025	25	1310	65	1127	62	N	0
2025	25	1316	78	1188	73	A	0
2025	25	1321	66	1424	61	N	0
2025	25	1328	69	1257	64	N	0
2025	25	1337	82	1308	70	N	0
2025	25	1338	91	1326	90	A	1
2025	25	1345	80	1279	78	N	0
2025	25	1359	86	1480	65	H	0
2025	25	1364	81	1290	48	H	0
2025	25	1372	68	1419	60	A	0
2025	25	1375	74	1108	65	H	1
2025	25	1382	68	1320	56	N	0
2025	25	1400	90	1175	68	H	0
2025	25	1403	89	1294	64	H	0
2025	25	1414	51	1245	39	N	0
2025	25	1423	69	1358	60	H	0
2025	25	1429	61	1317	57	N	0
2025	25	1435	87	1399	56	H	0
2025	25	1438	67	1221	41	H	0
2025	25	1448	57	1278	51	N	0
2025	25	1449	76	1365	69	N	0
2025	25	1451	73	1132	70	N	0
2025	25	1452	83	1112	76	N	1
2025	25	1467	72	1407	68	A	0
2025	25	1478	81	1264	77	A	0
2025	26	1101	71	1303	55	A	0
2025	26	1127	75	1254	70	N	1
2025	26	1132	61	1308	60	N	0
2025	26	1142	97	1390	90	A	0
2025	26	1144	72	1453	66	A	0
2025	26	1149	83	1274	79	A	0
2025	26	1157	73	1367	51	H	0
2025	26	1163	99	1271	45	H	0
2025	26	1166	80	1323	76	N	0
2025	26	1169	72	1286	69	A	1
2025	26	1174	72	1351	66	A	0
2025	26	1178	98	1185	89	A	1
2025	26	1179	61	1204	47	H	0
2025	26	1189	69	1298	63	N	0
2025	26	1190	79	1122	57	H	0
2025	26	1195	80	1194	78	A	0
2025	26	1207	100	1107	68	H	0
2025	26	1208	102	1239	56	H	0
2025	26	1210	87	1146	68	H	0
2025	26	1225	80	1415	68	H	0
2025	26	1232	83	1233	80	N	0
2025	26	1236	77	1477	57	A	0
2025	26	1242	86	1202	51	H	0
2025	26	1245	67	1244	60	N	0
2025	26	1247	83	1396	75	H	0
2025	26	1248	59	1310	47	H	0
2025	26	1250	74	1265	69	H	0
2025	26	1252	82	1105	44	A	0
2025	26	1266	94	1441	62	H	0
2025	26	1284	63	1371	51	A	0
2025	26	1291	79	1224	75	A	0
2025	26	1297	86	1468	70	H	0
2025	26	1311	76	1418	75	A	0
2025	26	1324	85	1405	52	A	0
2025	26	1325	84	1352	68	H	0
2025	26	1332	83	1104	81	N	0
2025	26	1333	90	1413	57	H	0
2025	26	1334	64	1168	55	H	0
2025	26	1335	77	1263	64	H	0
2025	26	1340	71	1469	68	H	0
2025	26	1349	75	1117	67	N	0
2025	26	1358	82	1159	78	N	0
2025	26	1361	73	1222	70	N	1
2025	26	1369	80	1282	59	H	0
2025	26	1373	71	1137	58	N	0
2025	26	1379	66	1454	65	H	0
2025	26	1380	73	1256	70	A	0
2025	26	1381	74	1167	64	H	0
2025	26	1385	77	1217	64	H	0
2025	26	1394	109	1341	74	H	0
2025	26	1401	81	1353	77	N	0
2025	26	1414	67	1406	60	N	0
2025	26	1423	76	1111	61	H	0
2025	26	1427	78	1223	71	H	0
2025	26	1428	88	1186	80	H	0
2025	26	1436	68	1318	64	H	0
2025	26	1443	90	1267	82	H	0
2025	26	1451	68	1337	53	N	0
2025	26	1458	74	1152	53	H	0
2025	26	1460	70	1102	57	H	0
2025	26	1470	61	1220	59	N	0
2025	26	1479	66	1170	60	A	0
2025	27	1127	82	1248	81	A	1
2025	27	1148	69	1262	67	H	0
2025	27	1189	68	1335	53	A	0
2025	27	1193	78	1192	74	H	0
2025	27	1200	83	1306	61	H	0
2025	27	1220	68	1117	66	N	0
2025	27	1232	87	1470	71	N	0
2025	27	1243	120	1115	73	H	0
2025	27	1263	71	1298	66	N	0
2025	27	1268	96	1108	58	H	0
2025	27	1269	80	1312	68	H	0
2025	27	1278	79	1126	62	H	0
2025	27	1283	72	1331	67	A	0
2025	27	1292	76	1412	69	A	0
2025	27	1304	103	1316	72	H	0
2025	27	1310	60	1254	52	N	0
2025	27	1313	77	1392	66	A	0
2025	27	1336	87	1138	64	H	0
2025	27	1339	101	1176	90	H	2
2025	27	1347	79	1384	70	A	0
2025	27	1349	70	1233	66	N	0
2025	27	1357	73	1131	65	A	0
2025	27	1362	87	1479	59	H	0
2025	27	1402	72	1411	59	A	0
2025	27	1407	84	1184	74	H	0
2025	27	1416	74	1465	59	H	0
2025	27	1421	92	1398	74	A	0
2025	27	1459	74	1466	54	H	0
2025	27	1462	71	1354	68	H	0
2025	27	1476	88	1346	74	H	0
2025	28	1136	78	1180	73	A	0
2025	28	1160	75	1334	66	H	0
2025	28	1207	86	1420	62	H	0
2025	28	1259	68	1164	57	A	0
2025	28	1275	73	1102	60	H	0
2025	28	1330	88	1456	83	H	0
2025	28	1348	84	1463	78	H	0
2025	28	1368	71	1408	67	A	0
2025	28	1387	74	1238	66	H	0
2025	28	1426	84	1419	70	A	0
2025	28	1450	68	1305	57	A	0
2025	28	1472	98	1152	76	H	0
2025	29	1103	86	1297	73	H	0
2025	29	1113	90	1360	53	H	0
2025	29	1116	76	1274	73	A	0
2025	29	1119	103	1478	100	A	3
2025	29	1129	87	1469	64	H	0
2025	29	1133	83	1356	60	A	0
2025	29	1135	60	1436	53	A	0
2025	29	1139	73	1183	58	H	0
2025	29	1149	83	1404	68	H	0
2025	29	1155	70	1246	66	H	0
2025	29	1171	69	1306	65	A	0
2025	29	1173	77	1444	69	H	0
2025	29	1174	93	1175	80	H	0
2025	29	1197	66	1342	63	H	0
2025	29	1206	74	1421	52	H	0
2025	29	1208	69	1323	48	H	0
2025	29	1213	78	1218	72	H	0
2025	29	1214	82	1299	71	H	0
2025	29	1231	97	1358	71	H	0
2025	29	1234	80	1321	79	H	0
2025	29	1241	71	1190	61	H	0
2025	29	1252	80	1151	62	A	0
2025	29	1260	76	1185	54	H	0
2025	29	1261	85	1199	75	H	0
2025	29	1276	67	1458	64	A	0
2025	29	1279	86	1257	63	A	0
2025	29	1281	98	1143	93	H	0
2025	29	1293	63	1191	61	H	0
2025	29	1318	82	1247	68	H	0
2025	29	1328	76	1210	61	H	0
2025	29	1343	77	1386	69	A	0
2025	29	1344	83	1140	64	H	0
2025	29	1365	74	1270	67	A	0
2025	29	1374	101	1106	72	H	0
2025	29	1376	73	1130	51	A	0
2025	29	1378	74	1391	72	H	0
2025	29	1388	82	1427	74	H	1
2025	29	1389	62	1182	59	A	0
2025	29	1390	77	1430	63	H	0
2025	29	1397	96	1393	70	H	0
2025	29	1401	57	1448	44	H	0
2025	29	1417	69	1449	58	H	0
2025	29	1422	72	1219	68	H	0
2025	29	1423	67	1187	53	A	0
2025	29	1437	68	1153	60	H	0
2025	29	1457	86	1474	78	A	0
2025	30	1101	78	1308	70	A	0
2025	30	1104	94	1314	79	A	0
2025	30	1107	88	1162	73	H	0
2025	30	1110	81	1203	71	H	1
2025	30	1114	63	1146	57	H	0
2025	30	1125	99	1229	97	H	1
2025	30	1148	73	1269	69	A	0
2025	30	1157	58	1144	57	A	0
2025	30	1161	83	1258	54	H	0
2025	30	1163	76	1124	72	H	0
2025	30	1165	84	1159	57	A	0
2025	30	1166	76	1242	63	H	0
2025	30	1176	80	1170	59	H	0
2025	30	1181	84	1120	78	H	0
2025	30	1186	87	1315	81	H	0
2025	30	1193	78	1351	75	H	0
2025	30	1194	88	1198	77	A	0
2025	30	1196	87	1438	69	H	0
2025	30	1200	84	1192	75	H	0
2025	30	1202	76	1195	73	A	0
2025	30	1221	68	1217	67	H	0
2025	30	1225	82	1282	77	A	0
2025	30	1235	81	1266	70	H	0
2025	30	1237	84	1453	75	H	0
2025	30	1250	90	1284	63	H	0
2025	30	1267	80	1287	77	H	0
2025	30	1268	83	1326	59	H	0
2025	30	1272	81	1256	71	H	0
2025	30	1273	86	1480	72	H	0
2025	30	1277	90	1278	72	A	0
2025	30	1280	90	1338	57	H	0
2025	30	1285	71	1355	67	H	0
2025	30	1286	76	1303	65	A	0
2025	30	1295	77	1451	73	A	0
2025	30	1307	83	1363	77	H	0
2025	30	1320	83	1227	56	A	0
2025	30	1329	76	1409	55	A	0
2025	30	1331	83	1319	76	H	0
2025	30	1332	68	1425	60	A	0
2025	30	1361	84	1201	62	A	0
2025	30	1370	91	1340	74	H	0
2025	30	1371	67	1312	56	H	0
2025	30	1377	94	1226	80	H	0
2025	30	1382	64	1137	47	A	0
2025	30	1400	63	1301	59	A	0
2025	30	1403	76	1177	62	H	0
2025	30	1429	70	1461	67	H	0
2025	30	1433	89	1204	54	H	0
2025	30	1435	80	1439	64	A	0
2025	30	1441	86	1468	74	H	0
2025	30	1447	65	1164	52	H	0
2025	30	1455	78	1108	54	H	0
2025	30	1459	88	1205	64	H	0
2025	30	1464	72	1352	58	A	0
2025	30	1466	82	1399	59	H	0
2025	30	1472	87	1294	75	A	0
2025	31	1117	66	1238	64	H	0
2025	31	1178	79	1236	78	H	0
2025	31	1179	66	1434	60	A	0
2025	31	1223	83	1477	79	H	0
2025	31	1249	65	1394	61	A	0
2025	31	1252	78	1369	60	H	0
2025	31	1253	73	1168	56	A	0
2025	31	1255	80	1271	76	H	0
2025	31	1311	67	1368	64	H	0
2025	31	1322	72	1230	70	A	0
2025	31	1324	66	1460	64	H	0
2025	31	1336	81	1345	70	H	0
2025	31	1347	70	1300	67	A	0
2025	31	1359	88	1354	81	A	0
2025	31	1362	78	1387	61	H	0
2025	31	1379	81	1106	64	H	0
2025	31	1395	76	1462	72	H	0
2025	31	1410	68	1372	65	H	0
2025	31	1413	77	1142	66	H	0
2025	31	1414	82	1167	66	H	0
2025	31	1415	68	1169	64	A	0
2025	31	1454	79	1156	67	H	0
2025	31	1471	84	1364	76	A	0
2025	32	1135	76	1136	75	A	0
2025	32	1172	73	1149	72	H	0
2025	32	1182	80	1174	66	H	0
2025	32	1219	76	1317	71	H	0
2025	32	1231	76	1275	57	H	0
2025	32	1244	81	1209	77	A	0
2025	32	1245	76	1339	57	H	0
2025	32	1264	70	1389	67	A	0
2025	32	1265	53	1291	50	H	0
2025	32	1310	69	1373	68	H	0
2025	32	1321	70	1228	66	H	1
2025	32	1346	72	1351	67	A	0
2025	32	1357	83	1233	59	H	0
2025	32	1412	95	1341	66	H	0
2025	32	1452	73	1207	60	H	0
2025	32	1467	60	1145	52	A	0
2025	33	1102	69	1392	61	N	0
2025	33	1112	102	1381	66	H	0
2025	33	1115	84	1146	78	H	0
2025	33	1116	75	1427	60	H	0
2025	33	1125	82	1292	79	H	0
2025	33	1127	72	1478	62	A	0
2025	33	1131	80	1107	74	H	1
2025	33	1132	102	1288	81	H	0
2025	33	1148	69	1221	56	A	0
2025	33	1155	65	1274	55	A	0
2025	33	1156	83	1453	61	A	0
2025	33	1160	72	1161	55	H	0
2025	33	1166	83	1424	65	H	0
2025	33	1169	102	1142	91	A	0
2025	33	1173	86	1250	62	H	0
2025	33	1175	80	1259	77	H	0
2025	33	1176	68	1340	67	A	0
2025	33	1180	60	1335	47	N	0
2025	33	1189	79	1459	56	H	0
2025	33	1202	69	1343	63	H	0
2025	33	1203	78	1330	70	A	0
2025	33	1204	93	1316	91	H	1
2025	33	1206	76	1408	64	H	0
2025	33	1222	79	1139	51	H	0
2025	33	1226	71	1331	55	H	0
2025	33	1229	72	1334	61	H	0
2025	33	1230	65	1477	53	H	0
2025	33	1232	80	1283	77	A	0
2025	33	1241	78	1430	61	H	0
2025	33	1246	90	1211	89	N	1
2025	33	1248	77	1479	73	A	0
2025	33	1249	84	1410	52	A	0
2025	33	1251	89	1290	52	H	0
2025	33	1253	76	1218	68	H	0
2025	33	1258	68	1305	64	H	0
2025	33	1260	74	1378	72	H	0
2025	33	1262	96	1269	83	A	0
2025	33	1266	88	1458	74	H	0
2025	33	1276	85	1234	83	H	0
2025	33	1277	89	1304	52	H	0
2025	33	1279	86	1473	53	H	0
2025	33	1286	74	1282	62	H	0
2025	33	1295	82	1294	70	H	0
2025	33	1297	66	1237	64	A	0
2025	33	1300	78	1205	77	A	0
2025	33	1301	84	1199	74	H	1
2025	33	1303	70	1170	60	A	0
2025	33	1308	89	1307	83	A	1
2025	33	1311	73	1309	70	H	0
2025	33	1312	69	1298	64	H	0
